tile_id,cloud_cover,date,spatial_cover,http_links,s3_links
T15TXL,0,2022-06-20,100,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T15TXL.2022171T165901.v2.0/HLS.S30.T15TXL.2022171T165901.v2.0.Fmask.tif'}"
T15TXL,3,2022-09-28,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T15TXL.2022271T170111.v2.0/HLS.S30.T15TXL.2022271T170111.v2.0.Fmask.tif'}"
T14TMK,1,2022-03-13,97,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T14TMK.2022072T172009.v2.0/HLS.S30.T14TMK.2022072T172009.v2.0.Fmask.tif'}"
T14TMK,2,2022-07-21,97,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T14TMK.2022202T171859.v2.0/HLS.S30.T14TMK.2022202T171859.v2.0.Fmask.tif'}"
T14TMK,1,2022-09-29,97,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T14TMK.2022272T172119.v2.0/HLS.S30.T14TMK.2022272T172119.v2.0.Fmask.tif'}"
T18TWL,0,2022-03-16,98,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T18TWL.2022075T154909.v2.0/HLS.S30.T18TWL.2022075T154909.v2.0.Fmask.tif'}"
T18TWL,0,2022-04-30,98,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T18TWL.2022120T154821.v2.0/HLS.S30.T18TWL.2022120T154821.v2.0.Fmask.tif'}"
T18TWL,0,2022-09-02,98,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T18TWL.2022245T154809.v2.0/HLS.S30.T18TWL.2022245T154809.v2.0.Fmask.tif'}"
T17SMS,0,2022-03-04,97,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T17SMS.2022063T160151.v2.0/HLS.S30.T17SMS.2022063T160151.v2.0.Fmask.tif'}"
T17SMS,5,2022-06-02,97,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T17SMS.2022153T155831.v2.0/HLS.S30.T17SMS.2022153T155831.v2.0.Fmask.tif'}"
