tile_id,cloud_cover,spatial_cover,http_links,s3_links
T16SGA,74,94,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T16SGA.2022111T160819.v2.0/HLS.S30.T16SGA.2022111T160819.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T16SGA.2022111T160819.v2.0/HLS.S30.T16SGA.2022111T160819.v2.0.Fmask.tif'}
T16SGA,67,95,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T16SGA.2022116T160831.v2.0/HLS.S30.T16SGA.2022116T160831.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T16SGA.2022116T160831.v2.0/HLS.S30.T16SGA.2022116T160831.v2.0.Fmask.tif'}
T16SGA,75,94,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T16SGA.2022126T160831.v2.0/HLS.S30.T16SGA.2022126T160831.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T16SGA.2022126T160831.v2.0/HLS.S30.T16SGA.2022126T160831.v2.0.Fmask.tif'}
T17TPH,75,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17TPH.2022141T160829.v2.0/HLS.S30.T17TPH.2022141T160829.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T17TPH.2022141T160829.v2.0/HLS.S30.T17TPH.2022141T160829.v2.0.Fmask.tif'}
T17TPH,58,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17TPH.2022146T160831.v2.0/HLS.S30.T17TPH.2022146T160831.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T17TPH.2022146T160831.v2.0/HLS.S30.T17TPH.2022146T160831.v2.0.Fmask.tif'}
T17TPH,80,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17TPH.2022171T160829.v2.0/HLS.S30.T17TPH.2022171T160829.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T17TPH.2022171T160829.v2.0/HLS.S30.T17TPH.2022171T160829.v2.0.Fmask.tif'}
T17TPH,36,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17TPH.2022206T160911.v2.0/HLS.S30.T17TPH.2022206T160911.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T17TPH.2022206T160911.v2.0/HLS.S30.T17TPH.2022206T160911.v2.0.Fmask.tif'}
T17TPH,58,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17TPH.2022226T160911.v2.0/HLS.S30.T17TPH.2022226T160911.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T17TPH.2022226T160911.v2.0/HLS.S30.T17TPH.2022226T160911.v2.0.Fmask.tif'}
T17TPH,65,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T17TPH.2022241T160829.v2.0/HLS.S30.T17TPH.2022241T160829.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T17TPH.2022241T160829.v2.0/HLS.S30.T17TPH.2022241T160829.v2.0.Fmask.tif'}
T14SLG,76,93,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLG.2022065T173109.v2.0/HLS.S30.T14SLG.2022065T173109.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14SLG.2022065T173109.v2.0/HLS.S30.T14SLG.2022065T173109.v2.0.Fmask.tif'}
T14SLG,47,93,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLG.2022075T172959.v2.0/HLS.S30.T14SLG.2022075T172959.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14SLG.2022075T172959.v2.0/HLS.S30.T14SLG.2022075T172959.v2.0.Fmask.tif'}
T14SLG,78,94,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLG.2022115T172849.v2.0/HLS.S30.T14SLG.2022115T172849.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14SLG.2022115T172849.v2.0/HLS.S30.T14SLG.2022115T172849.v2.0.Fmask.tif'}
T14SLG,32,93,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLG.2022155T172859.v2.0/HLS.S30.T14SLG.2022155T172859.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14SLG.2022155T172859.v2.0/HLS.S30.T14SLG.2022155T172859.v2.0.Fmask.tif'}
T14SLG,59,93,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLG.2022200T172911.v2.0/HLS.S30.T14SLG.2022200T172911.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14SLG.2022200T172911.v2.0/HLS.S30.T14SLG.2022200T172911.v2.0.Fmask.tif'}
T14SLG,38,93,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLG.2022215T172909.v2.0/HLS.S30.T14SLG.2022215T172909.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14SLG.2022215T172909.v2.0/HLS.S30.T14SLG.2022215T172909.v2.0.Fmask.tif'}
T18TWN,68,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWN.2022065T155029.v2.0/HLS.S30.T18TWN.2022065T155029.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18TWN.2022065T155029.v2.0/HLS.S30.T18TWN.2022065T155029.v2.0.Fmask.tif'}
T18TWN,41,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWN.2022075T154909.v2.0/HLS.S30.T18TWN.2022075T154909.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18TWN.2022075T154909.v2.0/HLS.S30.T18TWN.2022075T154909.v2.0.Fmask.tif'}
T18TWN,40,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWN.2022080T154941.v2.0/HLS.S30.T18TWN.2022080T154941.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18TWN.2022080T154941.v2.0/HLS.S30.T18TWN.2022080T154941.v2.0.Fmask.tif'}
T18TWN,62,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWN.2022095T154809.v2.0/HLS.S30.T18TWN.2022095T154809.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18TWN.2022095T154809.v2.0/HLS.S30.T18TWN.2022095T154809.v2.0.Fmask.tif'}
T18TWN,50,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWN.2022110T154941.v2.0/HLS.S30.T18TWN.2022110T154941.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18TWN.2022110T154941.v2.0/HLS.S30.T18TWN.2022110T154941.v2.0.Fmask.tif'}
T18TWN,46,100,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18TWN.2022125T154809.v2.0/HLS.S30.T18TWN.2022125T154809.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18TWN.2022125T154809.v2.0/HLS.S30.T18TWN.2022125T154809.v2.0.Fmask.tif'}
T18STE,42,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18STE.2022060T155201.v2.0/HLS.S30.T18STE.2022060T155201.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18STE.2022060T155201.v2.0/HLS.S30.T18STE.2022060T155201.v2.0.Fmask.tif'}
T18STE,59,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18STE.2022085T154809.v2.0/HLS.S30.T18STE.2022085T154809.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18STE.2022085T154809.v2.0/HLS.S30.T18STE.2022085T154809.v2.0.Fmask.tif'}
T18STE,32,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18STE.2022100T154811.v2.0/HLS.S30.T18STE.2022100T154811.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18STE.2022100T154811.v2.0/HLS.S30.T18STE.2022100T154811.v2.0.Fmask.tif'}
T18STE,48,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18STE.2022155T154809.v2.0/HLS.S30.T18STE.2022155T154809.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18STE.2022155T154809.v2.0/HLS.S30.T18STE.2022155T154809.v2.0.Fmask.tif'}
T18STE,69,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18STE.2022160T154821.v2.0/HLS.S30.T18STE.2022160T154821.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18STE.2022160T154821.v2.0/HLS.S30.T18STE.2022160T154821.v2.0.Fmask.tif'}
T18STE,41,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T18STE.2022175T154819.v2.0/HLS.S30.T18STE.2022175T154819.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T18STE.2022175T154819.v2.0/HLS.S30.T18STE.2022175T154819.v2.0.Fmask.tif'}
T16TCN,55,97,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T16TCN.2022093T164839.v2.0/HLS.S30.T16TCN.2022093T164839.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T16TCN.2022093T164839.v2.0/HLS.S30.T16TCN.2022093T164839.v2.0.Fmask.tif'}
T16TCN,76,97,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T16TCN.2022113T164839.v2.0/HLS.S30.T16TCN.2022113T164839.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T16TCN.2022113T164839.v2.0/HLS.S30.T16TCN.2022113T164839.v2.0.Fmask.tif'}
