tile_id,cloud_cover,spatial_cover,http_links,s3_links
T16SDD,46,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T16SDD.2022197T162839.v2.0/HLS.S30.T16SDD.2022197T162839.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T16SDD.2022197T162839.v2.0/HLS.S30.T16SDD.2022197T162839.v2.0.Fmask.tif'}
T16SDD,36,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T16SDD.2022217T162839.v2.0/HLS.S30.T16SDD.2022217T162839.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T16SDD.2022217T162839.v2.0/HLS.S30.T16SDD.2022217T162839.v2.0.Fmask.tif'}
T16SDD,34,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T16SDD.2022262T162951.v2.0/HLS.S30.T16SDD.2022262T162951.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T16SDD.2022262T162951.v2.0/HLS.S30.T16SDD.2022262T162951.v2.0.Fmask.tif'}
T13SFV,79,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SFV.2022075T172959.v2.0/HLS.S30.T13SFV.2022075T172959.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T13SFV.2022075T172959.v2.0/HLS.S30.T13SFV.2022075T172959.v2.0.Fmask.tif'}
T13SFV,42,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SFV.2022145T172859.v2.0/HLS.S30.T13SFV.2022145T172859.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T13SFV.2022145T172859.v2.0/HLS.S30.T13SFV.2022145T172859.v2.0.Fmask.tif'}
T13SFV,80,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SFV.2022210T172911.v2.0/HLS.S30.T13SFV.2022210T172911.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T13SFV.2022210T172911.v2.0/HLS.S30.T13SFV.2022210T172911.v2.0.Fmask.tif'}
T13SFV,33,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SFV.2022215T172909.v2.0/HLS.S30.T13SFV.2022215T172909.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T13SFV.2022215T172909.v2.0/HLS.S30.T13SFV.2022215T172909.v2.0.Fmask.tif'}
T13SFV,33,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SFV.2022220T172911.v2.0/HLS.S30.T13SFV.2022220T172911.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T13SFV.2022220T172911.v2.0/HLS.S30.T13SFV.2022220T172911.v2.0.Fmask.tif'}
T13SFV,76,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SFV.2022230T172911.v2.0/HLS.S30.T13SFV.2022230T172911.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T13SFV.2022230T172911.v2.0/HLS.S30.T13SFV.2022230T172911.v2.0.Fmask.tif'}
T14TNS,31,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022065T173109.v2.0/HLS.S30.T14TNS.2022065T173109.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022065T173109.v2.0/HLS.S30.T14TNS.2022065T173109.v2.0.Fmask.tif'}
T14TNS,30,39,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022067T172151.v2.0/HLS.S30.T14TNS.2022067T172151.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022067T172151.v2.0/HLS.S30.T14TNS.2022067T172151.v2.0.Fmask.tif'}
T14TNS,38,39,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022072T172009.v2.0/HLS.S30.T14TNS.2022072T172009.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022072T172009.v2.0/HLS.S30.T14TNS.2022072T172009.v2.0.Fmask.tif'}
T14TNS,60,39,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022077T172041.v2.0/HLS.S30.T14TNS.2022077T172041.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022077T172041.v2.0/HLS.S30.T14TNS.2022077T172041.v2.0.Fmask.tif'}
T14TNS,73,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022080T173021.v2.0/HLS.S30.T14TNS.2022080T173021.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022080T173021.v2.0/HLS.S30.T14TNS.2022080T173021.v2.0.Fmask.tif'}
T14TNS,34,38,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022092T171849.v2.0/HLS.S30.T14TNS.2022092T171849.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022092T171849.v2.0/HLS.S30.T14TNS.2022092T171849.v2.0.Fmask.tif'}
T14TNS,51,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022105T172859.v2.0/HLS.S30.T14TNS.2022105T172859.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022105T172859.v2.0/HLS.S30.T14TNS.2022105T172859.v2.0.Fmask.tif'}
T14TNS,68,38,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022127T171901.v2.0/HLS.S30.T14TNS.2022127T171901.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022127T171901.v2.0/HLS.S30.T14TNS.2022127T171901.v2.0.Fmask.tif'}
T14TNS,52,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022145T172859.v2.0/HLS.S30.T14TNS.2022145T172859.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022145T172859.v2.0/HLS.S30.T14TNS.2022145T172859.v2.0.Fmask.tif'}
T14TNS,31,38,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022152T171859.v2.0/HLS.S30.T14TNS.2022152T171859.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022152T171859.v2.0/HLS.S30.T14TNS.2022152T171859.v2.0.Fmask.tif'}
T14TNS,43,39,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022157T171901.v2.0/HLS.S30.T14TNS.2022157T171901.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022157T171901.v2.0/HLS.S30.T14TNS.2022157T171901.v2.0.Fmask.tif'}
T14TNS,77,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022160T172911.v2.0/HLS.S30.T14TNS.2022160T172911.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022160T172911.v2.0/HLS.S30.T14TNS.2022160T172911.v2.0.Fmask.tif'}
T14TNS,32,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022165T172859.v2.0/HLS.S30.T14TNS.2022165T172859.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022165T172859.v2.0/HLS.S30.T14TNS.2022165T172859.v2.0.Fmask.tif'}
T14TNS,75,39,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022167T171911.v2.0/HLS.S30.T14TNS.2022167T171911.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022167T171911.v2.0/HLS.S30.T14TNS.2022167T171911.v2.0.Fmask.tif'}
T14TNS,77,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022175T172909.v2.0/HLS.S30.T14TNS.2022175T172909.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022175T172909.v2.0/HLS.S30.T14TNS.2022175T172909.v2.0.Fmask.tif'}
T14TNS,38,40,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022177T171911.v2.0/HLS.S30.T14TNS.2022177T171911.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022177T171911.v2.0/HLS.S30.T14TNS.2022177T171911.v2.0.Fmask.tif'}
T14TNS,50,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022185T172909.v2.0/HLS.S30.T14TNS.2022185T172909.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022185T172909.v2.0/HLS.S30.T14TNS.2022185T172909.v2.0.Fmask.tif'}
T14TNS,70,40,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022187T171911.v2.0/HLS.S30.T14TNS.2022187T171911.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022187T171911.v2.0/HLS.S30.T14TNS.2022187T171911.v2.0.Fmask.tif'}
T14TNS,30,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022200T172911.v2.0/HLS.S30.T14TNS.2022200T172911.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022200T172911.v2.0/HLS.S30.T14TNS.2022200T172911.v2.0.Fmask.tif'}
T14TNS,58,99,{'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14TNS.2022205T172909.v2.0/HLS.S30.T14TNS.2022205T172909.v2.0.Fmask.tif>},{'Fmask': 's3:/HLSS30.020/HLS.S30.T14TNS.2022205T172909.v2.0/HLS.S30.T14TNS.2022205T172909.v2.0.Fmask.tif'}
